Date,Open,High,Low,Close,Adj Close,Volume
2020-06-29,11.160000,12.010000,10.500000,11.680000,11.680000,1049600
2020-06-30,11.560000,11.980000,11.180000,11.400000,11.400000,698700
2020-07-01,11.260000,12.400000,11.260000,11.550000,11.550000,838400
2020-07-02,12.040000,12.440000,11.130000,11.360000,11.360000,966200
2020-07-06,11.700000,11.700000,10.800000,11.040000,11.040000,1192000
2020-07-07,10.800000,10.910000,10.430000,10.440000,10.440000,651100
2020-07-08,10.440000,10.760000,10.050000,10.620000,10.620000,992500
2020-07-09,10.600000,10.650000,9.550000,9.850000,9.850000,1373400
2020-07-10,9.750000,10.290000,9.510000,10.190000,10.190000,730800
2020-07-13,10.360000,10.720000,9.820000,10.080000,10.080000,790600
2020-07-14,10.050000,10.170000,9.670000,9.850000,9.850000,778300
2020-07-15,10.540000,11.150000,10.160000,10.760000,10.760000,1469600
2020-07-16,10.330000,10.620000,9.910000,10.190000,10.190000,753700
2020-07-17,10.240000,10.370000,9.980000,10.150000,10.150000,898000
2020-07-20,10.180000,10.370000,9.550000,9.660000,9.660000,750200
2020-07-21,9.880000,10.260000,9.800000,9.970000,9.970000,641800
2020-07-22,9.850000,10.030000,9.660000,9.900000,9.900000,558400
2020-07-23,9.800000,10.085000,9.730000,9.860000,9.860000,497500
2020-07-24,9.800000,9.926000,9.560000,9.630000,9.630000,541300
2020-07-27,9.600000,9.610000,8.690000,9.450000,9.450000,1069100
2020-07-28,9.390000,9.980000,9.240000,9.800000,9.800000,986700
2020-07-29,9.850000,10.120000,9.460000,10.100000,10.100000,604200
2020-07-30,9.800000,10.070000,9.670000,9.820000,9.820000,493500
2020-07-31,9.790000,9.830000,9.180000,9.310000,9.310000,849500
2020-08-03,9.310000,9.350000,8.760000,9.240000,9.240000,833300
2020-08-04,9.230000,9.690000,9.230000,9.530000,9.530000,642100
2020-08-05,9.910000,9.960000,9.390000,9.700000,9.700000,722700
2020-08-06,9.680000,10.990000,9.680000,10.280000,10.280000,1445800
2020-08-07,12.110000,12.220000,11.040000,11.180000,11.180000,2407900
2020-08-10,11.600000,14.474000,11.600000,13.700000,13.700000,3868800
2020-08-11,14.400000,14.870000,12.470000,12.680000,12.680000,1875400
2020-08-12,13.010000,13.070000,12.045000,12.500000,12.500000,799900
2020-08-13,12.390000,13.290000,12.160000,12.230000,12.230000,1021300
2020-08-14,12.040000,13.170000,11.930000,12.720000,12.720000,787200
2020-08-17,12.720000,12.860000,12.265000,12.580000,12.580000,566100
2020-08-18,12.460000,12.650000,12.230000,12.400000,12.400000,658800
2020-08-19,12.400000,13.420000,12.220000,12.760000,12.760000,878500
2020-08-20,12.380000,13.200000,12.380000,12.510000,12.510000,951800
2020-08-21,12.340000,12.570000,12.080000,12.210000,12.210000,660000
2020-08-24,12.280000,13.300000,12.110000,13.280000,13.280000,1042200
2020-08-25,13.350000,13.850000,12.960000,13.340000,13.340000,556900
2020-08-26,13.100000,13.710000,12.695000,12.880000,12.880000,730700
2020-08-27,12.860000,13.902000,12.860000,13.430000,13.430000,913700
2020-08-28,13.280000,13.879000,13.280000,13.830000,13.830000,600400
2020-08-31,14.000000,14.270000,13.430000,14.030000,14.030000,1119500
2020-09-01,13.910000,15.220000,13.510000,14.860000,14.860000,1476000
2020-09-02,15.080000,15.180000,14.600000,15.140000,15.140000,1044300
2020-09-03,15.260000,15.970000,14.510000,14.980000,14.980000,1040100
2020-09-04,15.190000,15.700000,14.830000,15.620000,15.620000,864600
2020-09-08,15.410000,15.840000,15.030000,15.670000,15.670000,753800
2020-09-09,15.490000,15.820000,15.200000,15.380000,15.380000,376300
2020-09-10,15.390000,15.730000,15.050000,15.120000,15.120000,456900
2020-09-11,15.120000,15.120000,14.560000,14.600000,14.600000,442500
2020-09-14,14.780000,15.180000,14.330000,14.940000,14.940000,401700
2020-09-15,14.970000,15.625000,14.860000,15.240000,15.240000,385300
2020-09-16,15.430000,16.230000,15.030000,15.970000,15.970000,693500
2020-09-17,15.680000,15.950000,15.005000,15.050000,15.050000,599700
2020-09-18,15.080000,15.080000,14.420000,14.590000,14.590000,646600
2020-09-21,14.000000,14.290000,13.100000,13.590000,13.590000,834800
2020-09-22,13.760000,14.340000,13.590000,13.630000,13.630000,352800
2020-09-23,13.570000,13.829000,12.970000,12.990000,12.990000,780500
2020-09-24,12.990000,13.090000,12.310000,12.360000,12.360000,1241300
2020-09-25,12.300000,12.695000,12.220000,12.630000,12.630000,696000
2020-09-28,12.950000,14.050000,12.940000,13.660000,13.660000,659200
2020-09-29,13.650000,13.650000,12.784000,13.100000,13.100000,391500
2020-09-30,13.130000,14.210000,13.130000,13.450000,13.450000,527100
2020-10-01,13.510000,13.980000,13.410000,13.860000,13.860000,649800
2020-10-02,13.250000,14.180000,13.110000,14.070000,14.070000,325400
2020-10-05,14.200000,14.389000,13.480000,13.790000,13.790000,346700
2020-10-06,14.080000,14.490000,13.710000,13.810000,13.810000,392800
2020-10-07,14.000000,14.090000,13.770000,13.790000,13.790000,262400
2020-10-08,13.870000,14.450000,13.830000,14.400000,14.400000,283500
2020-10-09,14.500000,14.580000,14.040000,14.100000,14.100000,283700
2020-10-12,14.000000,14.229000,13.670000,14.030000,14.030000,316600
2020-10-13,13.820000,13.880000,13.370000,13.700000,13.700000,268600
2020-10-14,13.650000,13.710000,13.210000,13.350000,13.350000,269400
2020-10-15,13.160000,13.580000,13.010000,13.530000,13.530000,271900
2020-10-16,13.540000,13.660000,13.200000,13.470000,13.470000,371200
2020-10-19,13.510000,13.800000,13.140000,13.220000,13.220000,495100
2020-10-20,13.260000,13.600000,12.900000,12.930000,12.930000,561900
2020-10-21,12.890000,12.970000,12.530000,12.820000,12.820000,336400
2020-10-22,12.920000,13.830000,12.890000,13.750000,13.750000,423000
2020-10-23,13.800000,14.250000,13.420000,14.150000,14.150000,313400
2020-10-26,13.920000,13.940000,13.250000,13.620000,13.620000,425500
2020-10-27,13.610000,13.680000,13.050000,13.120000,13.120000,279700
2020-10-28,12.620000,12.970000,12.500000,12.570000,12.570000,375600
2020-10-29,12.500000,13.190000,12.250000,13.020000,13.020000,506800
2020-10-30,12.910000,13.190000,12.380000,12.730000,12.730000,284100
2020-11-02,12.850000,13.050000,12.470000,12.800000,12.800000,234000
2020-11-03,13.140000,13.764000,12.880000,13.570000,13.570000,312800
2020-11-04,13.350000,13.350000,12.530000,12.680000,12.680000,695800
2020-11-05,12.700000,13.180000,12.620000,12.890000,12.890000,550800
2020-11-06,12.690000,13.350000,11.080000,11.200000,11.200000,1622200
2020-11-09,14.320000,14.870000,13.700000,14.170000,14.170000,2394800
2020-11-10,14.340000,14.460000,13.340000,14.070000,14.070000,959600
2020-11-11,14.080000,14.080000,13.432000,13.720000,13.720000,388400
2020-11-12,13.440000,13.630000,12.910000,13.190000,13.190000,373100
2020-11-13,13.320000,14.600000,13.320000,14.490000,14.490000,840500
2020-11-16,15.580000,16.030001,15.220000,15.960000,15.960000,991500
2020-11-17,15.600000,16.230000,15.160000,16.059999,16.059999,760600
2020-11-18,16.100000,16.500000,15.380000,15.400000,15.400000,574700
2020-11-19,15.450000,15.750000,15.111000,15.720000,15.720000,239600
2020-11-20,15.550000,15.760000,15.310000,15.600000,15.600000,213200
2020-11-23,16.490000,17.790001,16.190001,16.670000,16.670000,1616800
2020-11-24,17.500000,19.190001,17.120001,19.120001,19.120001,1953500
2020-11-25,18.670000,18.680000,17.650000,18.219999,18.219999,808200
2020-11-27,18.400000,18.469000,17.780001,18.030001,18.030001,208300
2020-11-30,18.030001,18.190001,16.459999,16.459999,16.459999,619900
2020-12-01,16.980000,17.549999,16.690001,16.879999,16.879999,475700
2020-12-02,16.730000,17.990000,16.510000,17.870001,17.870001,563800
2020-12-03,18.040001,18.840000,17.570000,18.240000,18.240000,520400
2020-12-04,18.780001,19.490000,18.500000,19.450001,19.450001,624400
2020-12-07,19.309999,19.309999,18.190001,18.219999,18.219999,539100
2020-12-08,18.000000,18.670000,17.400000,17.410000,17.410000,626600
2020-12-09,17.730000,18.044001,16.690001,17.040001,17.040001,782500
2020-12-10,16.799999,17.500000,16.799999,17.139999,17.139999,461400
2020-12-11,15.850000,16.180000,14.270000,14.510000,14.510000,3085500
2020-12-14,15.010000,15.770000,14.495000,14.500000,14.500000,1413900
2020-12-15,14.700000,15.570000,14.320000,15.380000,15.380000,894200
2020-12-16,15.560000,16.080000,14.920000,15.020000,15.020000,606500
2020-12-17,15.020000,15.590000,14.650000,15.560000,15.560000,536700
2020-12-18,15.420000,16.000000,14.740000,14.940000,14.940000,972000
2020-12-21,14.400000,14.740000,14.040000,14.570000,14.570000,689400
2020-12-22,14.740000,14.750000,14.130000,14.350000,14.350000,661300
2020-12-23,14.560000,15.250000,14.540000,14.750000,14.750000,592100
2020-12-24,14.600000,14.970000,14.430000,14.610000,14.610000,298600
2020-12-28,14.790000,15.150000,14.550000,14.720000,14.720000,421900
2020-12-29,14.790000,15.070000,14.290000,14.310000,14.310000,432400
2020-12-30,14.500000,14.790000,14.250000,14.300000,14.300000,416100
2020-12-31,14.150000,14.750000,13.772000,14.680000,14.680000,544700
2021-01-04,14.780000,14.900000,13.700000,13.860000,13.860000,755000
2021-01-05,13.820000,14.430000,13.800000,14.210000,14.210000,621200
2021-01-06,14.490000,15.730000,14.355000,15.170000,15.170000,959400
2021-01-07,15.260000,15.320000,14.040000,14.350000,14.350000,907800
2021-01-08,14.380000,14.600000,13.830000,14.570000,14.570000,581000
2021-01-11,14.270000,14.425000,13.860000,14.120000,14.120000,476400
2021-01-12,14.270000,14.460000,14.010000,14.240000,14.240000,319200
2021-01-13,14.240000,14.430000,13.900000,14.390000,14.390000,465000
2021-01-14,14.800000,16.330000,14.665000,15.710000,15.710000,1176500
2021-01-15,15.540000,15.550000,14.673000,14.930000,14.930000,637700
2021-01-19,15.160000,15.680000,14.700000,15.430000,15.430000,642500
2021-01-20,15.800000,15.810000,14.930000,15.290000,15.290000,603500
2021-01-21,15.170000,15.219000,14.560000,15.110000,15.110000,463700
2021-01-22,14.790000,15.440000,14.590000,15.410000,15.410000,444400
2021-01-25,15.750000,18.139999,15.050000,16.209999,16.209999,2084300
2021-01-26,17.580000,18.500000,16.500000,18.000000,18.000000,2436400
2021-01-27,18.639999,22.969999,18.340000,20.120001,20.120001,6092200
2021-01-28,20.469999,22.650000,20.209999,22.370001,22.370001,4639700
2021-01-29,21.959999,22.780001,17.725000,17.809999,17.809999,3071800
2021-02-01,18.650000,18.840000,16.860001,17.590000,17.590000,1380700
2021-02-02,17.590000,17.680000,15.980000,16.020000,16.020000,1410700
2021-02-03,16.049999,16.730000,15.830000,16.690001,16.690001,919800
2021-02-04,16.870001,17.340000,16.610001,17.059999,17.059999,1107800
2021-02-05,17.320000,17.540001,16.690001,16.959999,16.959999,593900
2021-02-08,17.129999,17.850000,16.971001,17.580000,17.580000,478500
2021-02-09,17.549999,17.990000,17.120001,17.950001,17.950001,516000
2021-02-10,18.469999,19.799999,18.110001,19.660000,19.660000,1036800
2021-02-11,19.469999,20.040001,18.270000,18.389999,18.389999,560300
2021-02-12,18.410000,18.540001,18.094999,18.250000,18.250000,533400
2021-02-16,18.350000,19.209999,18.190001,18.530001,18.530001,584400
2021-02-17,18.430000,18.500000,17.760000,18.150000,18.150000,519600
2021-02-18,17.680000,18.490000,17.556000,18.200001,18.200001,423900
2021-02-19,18.240000,18.440001,17.799999,17.940001,17.940001,434500
2021-02-22,17.840000,19.309999,17.799999,19.059999,19.059999,572200
2021-02-23,19.020000,19.320000,17.959999,19.049999,19.049999,731900
2021-02-24,19.200001,20.959999,19.129999,20.889999,20.889999,542100
2021-02-25,21.250000,22.120001,20.770000,21.309999,21.309999,995000
2021-02-26,20.309999,21.870001,19.556999,20.190001,20.190001,726400
2021-03-01,21.299999,22.410000,20.920000,21.450001,21.450001,796100
2021-03-02,21.280001,21.360001,20.615000,20.730000,20.730000,339000
2021-03-03,21.000000,21.879999,20.900000,20.990000,20.990000,489600
2021-03-04,21.120001,21.230000,19.370001,20.459999,20.459999,772100
2021-03-05,20.709999,21.500000,19.802000,21.469999,21.469999,675600
2021-03-08,22.150000,23.260000,21.120001,23.160000,23.160000,550000
2021-03-09,23.280001,23.280001,22.011000,22.680000,22.680000,368000
2021-03-10,22.959999,23.440001,22.430000,23.219999,23.219999,373900
2021-03-11,23.129999,24.040001,22.650000,22.950001,22.950001,423700
2021-03-12,23.090000,23.700001,22.870001,23.209999,23.209999,866600
2021-03-15,23.209999,23.450001,22.340000,22.440001,22.440001,452600
2021-03-16,22.330000,22.690001,21.350000,21.700001,21.700001,390300
2021-03-17,21.590000,22.530001,21.590000,22.290001,22.290001,291200
2021-03-18,22.170000,22.309999,21.132999,21.360001,21.360001,414300
2021-03-19,21.420000,21.695000,20.879999,21.100000,21.100000,610800
2021-03-22,20.840000,21.107000,20.320000,20.469999,20.469999,358600
2021-03-23,20.190001,20.540001,18.860001,18.959999,18.959999,534800
2021-03-24,19.209999,20.097000,18.240000,18.270000,18.270000,392200
2021-03-25,18.020000,19.450001,17.750000,19.290001,19.290001,314600
2021-03-26,19.629999,19.629999,18.590000,19.139999,19.139999,255300
2021-03-29,18.980000,19.139999,17.730000,17.750000,17.750000,435500
2021-03-30,17.889999,18.410000,17.629999,18.290001,18.290001,388900
2021-03-31,18.309999,18.730000,18.000000,18.350000,18.350000,320400
2021-04-01,18.590000,19.000000,18.450001,18.930000,18.930000,198000
2021-04-05,19.459999,19.705000,19.160000,19.379999,19.379999,302100
2021-04-06,19.270000,19.500000,18.820000,19.100000,19.100000,263000
2021-04-07,19.170000,19.396999,18.799999,19.010000,19.010000,195300
2021-04-08,18.840000,19.120001,18.680000,18.730000,18.730000,266700
2021-04-09,18.910000,18.910000,18.070000,18.270000,18.270000,282300
2021-04-12,18.290001,18.420000,17.719999,17.850000,17.850000,345400
2021-04-13,17.700001,17.860001,17.150000,17.750000,17.750000,466000
2021-04-14,17.750000,18.320000,17.610001,17.650000,17.650000,440300
2021-04-15,17.980000,18.129999,17.495001,18.120001,18.120001,413700
2021-04-16,18.230000,18.370001,17.850000,18.070000,18.070000,204800
2021-04-19,17.950001,18.180000,17.650000,17.969999,17.969999,172200
2021-04-20,17.799999,17.799999,17.000000,17.379999,17.379999,306700
2021-04-21,17.240000,17.950001,16.740000,17.910000,17.910000,203500
2021-04-22,17.980000,18.370001,17.760000,17.850000,17.850000,229900
2021-04-23,17.850000,18.410000,17.737000,18.260000,18.260000,161200
2021-04-26,18.430000,19.000000,18.430000,18.590000,18.590000,223300
2021-04-27,18.559999,18.920000,18.299999,18.480000,18.480000,228200
2021-04-28,18.459999,18.740000,18.290001,18.360001,18.360001,154800
2021-04-29,18.549999,18.820000,17.990000,18.299999,18.299999,201100
2021-04-30,17.950001,18.270000,17.129999,17.200001,17.200001,467500
2021-05-03,17.290001,17.799000,17.180000,17.570000,17.570000,296900
2021-05-04,17.750000,17.750000,16.785000,16.969999,16.969999,305900
2021-05-05,17.000000,17.000000,16.540001,16.660000,16.660000,383500
2021-05-06,16.620001,16.759001,15.750000,16.120001,16.120001,435500
2021-05-07,16.160000,17.100000,16.040001,16.690001,16.690001,305700
2021-05-10,16.629999,16.700001,15.920000,15.960000,15.960000,335300
2021-05-11,15.340000,15.510000,14.820000,15.350000,15.350000,614900
2021-05-12,15.350000,15.460000,14.540000,14.640000,14.640000,420000
2021-05-13,14.730000,15.550000,14.680000,15.360000,15.360000,537100
2021-05-14,15.480000,16.040001,15.410000,15.980000,15.980000,344500
2021-05-17,15.950000,16.090000,15.500000,16.030001,16.030001,297800
2021-05-18,16.070000,16.440001,15.750000,16.000000,16.000000,235700
2021-05-19,15.650000,15.790000,15.205000,15.780000,15.780000,255500
2021-05-20,15.710000,15.830000,15.320000,15.750000,15.750000,241100
2021-05-21,15.860000,16.040001,15.480000,15.490000,15.490000,208700
2021-05-24,15.590000,16.160000,15.440000,16.059999,16.059999,275000
2021-05-25,16.139999,16.530001,15.690000,15.730000,15.730000,331700
2021-05-26,15.800000,16.740000,15.750000,16.680000,16.680000,314200
2021-05-27,16.959999,17.280001,16.700001,16.969999,16.969999,596000
2021-05-28,17.280001,17.290001,16.700001,16.879999,16.879999,282000
2021-06-01,16.990000,18.500000,16.950001,18.370001,18.370001,696200
2021-06-02,18.410000,19.830000,18.129999,19.430000,19.430000,871700
2021-06-03,19.370001,19.670000,18.580000,18.600000,18.600000,533100
2021-06-04,18.660000,18.660000,17.860001,18.400000,18.400000,311400
2021-06-07,18.520000,19.379999,18.500000,19.150000,19.150000,379900
2021-06-08,19.250000,19.770000,19.000000,19.330000,19.330000,293900
2021-06-09,19.740000,20.084999,19.080000,19.129999,19.129999,387300
2021-06-10,19.059999,19.240000,18.680000,18.900000,18.900000,279500
2021-06-11,19.120001,19.299999,18.750000,18.889999,18.889999,139600
2021-06-14,19.030001,19.290001,18.660000,18.870001,18.870001,176300
2021-06-15,18.820000,18.889999,18.219999,18.410000,18.410000,168400
2021-06-16,18.370001,18.790001,18.219999,18.709999,18.709999,268900
2021-06-17,18.760000,19.160000,18.580000,18.980000,18.980000,423000
2021-06-18,18.650000,18.940001,18.295000,18.389999,18.389999,496500
2021-06-21,18.510000,18.840000,18.160000,18.790001,18.790001,342000
2021-06-22,18.540001,18.830000,17.950001,18.730000,18.730000,453600
2021-06-23,18.889999,19.200001,18.700001,18.760000,18.760000,262900
2021-06-24,18.870001,19.190001,18.510000,19.010000,19.010000,214300
2021-06-25,19.230000,19.469999,18.730000,18.740000,18.740000,521100
2021-06-28,18.760000,18.940001,17.764999,18.110001,18.110001,287100
2021-06-29,18.110001,18.340000,17.920000,17.969999,17.969999,225400
2021-06-30,17.950001,18.610001,17.700001,18.400000,18.400000,231200
2021-07-01,18.469999,18.600000,17.969999,18.219999,18.219999,206300
2021-07-02,18.299999,18.299999,17.570000,17.650000,17.650000,260000
2021-07-06,17.750000,17.750000,16.750000,17.320000,17.320000,266600
2021-07-07,17.100000,17.400000,16.570000,16.670000,16.670000,249300
2021-07-08,16.309999,16.920000,16.000000,16.430000,16.430000,270300
2021-07-09,16.959999,17.400000,16.799999,17.320000,17.320000,276900
2021-07-12,17.150000,17.299999,16.809999,17.209999,17.209999,208500
2021-07-13,17.010000,17.190001,16.400000,16.639999,16.639999,243200
2021-07-14,16.700001,17.160000,16.480000,16.540001,16.540001,132300
2021-07-15,16.379999,16.700001,16.010000,16.379999,16.379999,196200
2021-07-16,16.629999,16.629999,15.600000,15.640000,15.640000,336900
2021-07-19,15.500000,15.540000,14.685000,15.070000,15.070000,458800
2021-07-20,15.220000,16.660000,15.070000,16.469999,16.469999,333800
2021-07-21,16.670000,17.253000,16.670000,17.049999,17.049999,211100
2021-07-22,16.870001,16.870001,16.100000,16.400000,16.400000,136400
2021-07-23,16.700001,16.799999,16.020000,16.180000,16.180000,235500
2021-07-26,16.139999,16.580000,15.930000,16.480000,16.480000,249400
2021-07-27,16.290001,16.639999,15.800000,16.180000,16.180000,177800
2021-07-28,16.340000,16.459999,15.760000,15.970000,15.970000,204800
2021-07-29,16.110001,16.500000,15.940000,15.950000,15.950000,165500
2021-07-30,15.920000,16.250000,15.700000,15.870000,15.870000,163000
2021-08-02,15.900000,16.511000,15.330000,15.420000,15.420000,262500
2021-08-03,15.530000,15.850000,15.100000,15.710000,15.710000,239500
2021-08-04,15.430000,15.620000,15.050000,15.150000,15.150000,271600
2021-08-05,15.330000,15.920000,15.140000,15.730000,15.730000,221200
2021-08-06,16.100000,16.240000,15.780000,16.160000,16.160000,206500
2021-08-09,16.250000,16.320000,15.710000,16.030001,16.030001,206900
2021-08-10,16.350000,16.510000,15.614000,15.980000,15.980000,281200
2021-08-11,15.950000,15.970000,15.200000,15.730000,15.730000,374100
2021-08-12,15.770000,15.890000,14.960000,15.180000,15.180000,348200
2021-08-13,15.250000,15.550000,14.990000,15.340000,15.340000,209500
2021-08-16,15.130000,15.280000,14.910000,15.000000,15.000000,262100
2021-08-17,14.870000,14.990000,14.315000,14.580000,14.580000,433100
2021-08-18,14.410000,14.875000,14.400000,14.510000,14.510000,518200
2021-08-19,14.250000,14.444000,13.880000,14.250000,14.250000,442900
2021-08-20,14.190000,14.570000,14.010000,14.410000,14.410000,233400
2021-08-23,14.660000,14.860000,14.370000,14.780000,14.780000,214300
2021-08-24,14.990000,15.360000,14.851000,15.220000,15.220000,211500
2021-08-25,15.450000,15.880000,15.290000,15.600000,15.600000,301100
2021-08-26,15.510000,15.840000,15.230000,15.270000,15.270000,217000
2021-08-27,15.240000,16.070000,15.240000,15.800000,15.800000,254000
2021-08-30,16.020000,16.059999,15.320000,15.500000,15.500000,190700
2021-08-31,15.420000,16.240000,15.400000,16.170000,16.170000,468500
2021-09-01,16.080000,16.330000,15.870000,15.910000,15.910000,214500
2021-09-02,16.000000,16.010000,15.625000,15.810000,15.810000,168500
2021-09-03,15.730000,15.760000,15.370000,15.750000,15.750000,127800
2021-09-07,15.740000,16.098000,15.620000,15.820000,15.820000,149600
2021-09-08,15.850000,15.960000,15.150000,15.190000,15.190000,194300
2021-09-09,15.120000,15.310000,15.000000,15.070000,15.070000,235700
2021-09-10,15.210000,15.210000,14.680000,14.710000,14.710000,247600
2021-09-13,14.860000,15.430000,14.720000,15.290000,15.290000,170200
2021-09-14,15.460000,15.460000,14.810000,15.010000,15.010000,199600
2021-09-15,15.030000,15.250000,14.920000,15.180000,15.180000,174400
2021-09-16,15.200000,15.380000,15.160000,15.280000,15.280000,159100
2021-09-17,15.380000,15.570000,15.110000,15.560000,15.560000,615300
2021-09-20,15.220000,15.420000,14.900000,15.310000,15.310000,299500
2021-09-21,15.530000,15.720000,15.240000,15.540000,15.540000,185800
2021-09-22,15.570000,16.059999,15.570000,15.760000,15.760000,154500
2021-09-23,15.850000,16.209999,15.850000,16.110001,16.110001,168800
2021-09-24,15.910000,16.160000,15.810000,15.850000,15.850000,107300
2021-09-27,15.930000,16.299999,15.540000,15.540000,15.540000,301100
2021-09-28,15.630000,15.630000,14.860000,15.020000,15.020000,327400
2021-09-29,15.220000,15.220000,14.940000,15.020000,15.020000,192700
2021-09-30,15.200000,15.200000,14.780000,14.830000,14.830000,208600
2021-10-01,15.000000,15.750000,14.980000,15.540000,15.540000,237200
2021-10-04,15.130000,15.500000,14.840000,14.990000,14.990000,412800
2021-10-05,14.880000,15.102000,14.600000,14.960000,14.960000,229100
2021-10-06,14.630000,15.160000,14.490000,14.920000,14.920000,341500
2021-10-07,15.040000,15.320000,14.900000,14.940000,14.940000,247600
2021-10-08,14.890000,15.130000,14.740000,14.840000,14.840000,249100
2021-10-11,14.860000,15.015000,14.550000,14.590000,14.590000,304200
2021-10-12,14.560000,14.735000,14.370000,14.500000,14.500000,289800
2021-10-13,14.460000,14.870000,14.290000,14.860000,14.860000,357900
2021-10-14,15.000000,15.250000,14.850000,14.930000,14.930000,193200
2021-10-15,15.250000,15.290000,14.830000,14.880000,14.880000,211300
2021-10-18,14.740000,14.910000,14.510000,14.680000,14.680000,157700
2021-10-19,14.540000,14.560000,14.210000,14.380000,14.380000,323100
2021-10-20,14.400000,15.160000,14.400000,15.140000,15.140000,222100
2021-10-21,15.140000,15.764000,15.130000,15.430000,15.430000,305600
2021-10-22,15.390000,15.480000,15.000000,15.200000,15.200000,173200
2021-10-25,15.080000,15.300000,14.975000,15.220000,15.220000,146700
2021-10-26,15.200000,15.700000,15.200000,15.380000,15.380000,282900
2021-10-27,16.000000,16.250000,15.450000,15.460000,15.460000,578600
